source_row_index,kepid,kepoi_name,label,processing_status,technical_status,qc_pass,model_data_available,qc_reasons,relative_path,npz_sha256,hard_failure_reason
529,3444098,K04042.01,0,constructed,constructed_qc_fail,False,True,"[""valid_quarters_below_8""]",processed/3444098/K04042_01.npz,573b25ae03b0c7d841a8a484b07185b74a4227107ff086677cc7b6efea54246c,
530,3444588,K01202.01,1,constructed,constructed_qc_pass,True,True,[],processed/3444588/K01202_01.npz,ec560cf44c000fb7194236d171aa5f491f6a37ce887ee3fe5893d1b4e6aa7bc9,
531,3445812,K04802.01,0,constructed,constructed_qc_pass,True,True,[],processed/3445812/K04802_01.npz,00d21b56cf3a72120af23f575dc29a9dbe135ca53617e1db6b86c118719bedc6,
532,3446451,K01735.01,0,constructed,constructed_qc_pass,True,True,[],processed/3446451/K01735_01.npz,cab1c92a2dc9503edcc8be1de1f12d51f10a2241f013408da5f8b9fbd713ca05,
533,3446746,K00385.01,1,constructed,constructed_qc_pass,True,True,[],processed/3446746/K00385_01.npz,ff28442634e129275e07b43375ed62029a62cac55cbc2d863da60370f74b64de,
534,3447722,K01198.01,1,constructed,constructed_qc_pass,True,True,[],processed/3447722/K01198_01.npz,213802dd08caec59dd239e279a1b111bccf6200ea2a021e4558b17ff59f089e0,
535,3447722,K01198.02,1,constructed,constructed_qc_pass,True,True,[],processed/3447722/K01198_02.npz,68affc6c0afc8e24a41635a74a8bd86febe454c47db2132806122560da96bd3a,
536,3447722,K01198.03,1,constructed,constructed_qc_pass,True,True,[],processed/3447722/K01198_03.npz,25e229390eb9cda122d7c6efdc17612a6bb3d1cc078fd91712f93fccc260fb88,
537,3448130,K02043.01,1,constructed,constructed_qc_pass,True,True,[],processed/3448130/K02043_01.npz,b93aa21c9a17510a78d00c99a6947b3d3fc07a868bb5daf5bac5cf1d2edba493,
538,3448323,K06336.01,0,constructed,constructed_qc_pass,True,True,[],processed/3448323/K06336_01.npz,8018eed7d6575a87522c9d09ce89b28369aeeab305b5d33c69e103e73e17576d,
539,3448456,K07656.01,0,constructed,constructed_qc_pass,True,True,[],processed/3448456/K07656_01.npz,1409ec2b90d7f5115cc792ce720ce8b964b73265e344e221c379a4a6f1a1647a,
540,3449540,K04982.01,0,constructed,constructed_qc_pass,True,True,[],processed/3449540/K04982_01.npz,44ec7ca173254f9e0ec225bb2ff21267c5b4cd581198bc1fe7a58c6c2fc3ecfa,
543,3458028,K02276.01,1,constructed,constructed_qc_pass,True,True,[],processed/3458028/K02276_01.npz,76c7d2b55c0164df49ec8001c1a500b381910e770c514b186c48155b613c87aa,
544,3458687,K07543.01,0,constructed,constructed_qc_fail,False,True,"[""local_missing_run_above_0.25""]",processed/3458687/K07543_01.npz,ad4247afb103879906bda9653791bca0449ff3d29cc3630a9e2077c19a8de847,
545,3458919,K06337.01,0,constructed,constructed_qc_pass,True,True,[],processed/3458919/K06337_01.npz,f0edbfdc55ee5de75740cc437cc8b6d7b4eb3167993ab3e81e31e0416db7a5b6,
546,3459199,K03725.01,0,constructed,constructed_qc_pass,True,True,[],processed/3459199/K03725_01.npz,45b038dd95a8725c65e5a679a9570e44a2d04f2ef81c93602f12ff2c1dcd8b73,
547,3526331,K04800.01,0,constructed,constructed_qc_pass,True,True,[],processed/3526331/K04800_01.npz,f06169847c236dde7ba3da12b4def63afbb96c978976e6c200de9823e0de2d1b,
550,3530668,K05986.01,0,constructed,constructed_qc_pass,True,True,[],processed/3530668/K05986_01.npz,f64f2b452679e9afa7b9c07f6d2c8514cdc5893aaa8e358d98c9497d22e0dc32,
551,3531231,K07657.01,0,constructed,constructed_qc_pass,True,True,[],processed/3531231/K07657_01.npz,ca58849b2063ef5e7a40c7ff381d4d1e6e8e57d5df7d4d7f2a9b947ab58192d1,
552,3531558,K00118.01,1,constructed,constructed_qc_pass,True,True,[],processed/3531558/K00118_01.npz,c81e2dd2ba14bdbf443fbbbcde8d938539b9ff07f99f1f61e0907521be687bc6,
553,3532985,K05987.01,0,constructed,constructed_qc_pass,True,True,[],processed/3532985/K05987_01.npz,8f5a5bb82f49dcfbf7b94599c2772ac065b83d5c40d407a5633ffea9e11e0abe,
554,3533469,K02430.01,0,constructed,constructed_qc_pass,True,True,[],processed/3533469/K02430_01.npz,86f14a6615a474dd1d997140fc7d23f0f521edc14b584fdc0a07b54285c34a82,
555,3533483,K08088.01,0,constructed,constructed_qc_pass,True,True,[],processed/3533483/K08088_01.npz,e04a0ca45e823ad0ad0f82040173850aa2f4804823eb1d11e071303153321a36,
556,3534118,K03641.01,0,constructed,constructed_qc_pass,True,True,[],processed/3534118/K03641_01.npz,ad5bd3b20f16667667ea2d486af624577877af34d84bdeb9a288ec62ea3ae039,
557,3534118,K03641.02,0,constructed,constructed_qc_pass,True,True,[],processed/3534118/K03641_02.npz,ff17545049625e30f74bfeba77f64ce82c3691797520c0848e25906547ff740b,
559,3541800,K00491.01,0,constructed,constructed_qc_pass,True,True,[],processed/3541800/K00491_01.npz,b04abcad3f46fb1983136d323002ab8bf32e409f7b39d0f1601c280dabdcdc01,
560,3541946,K00624.01,1,constructed,constructed_qc_pass,True,True,[],processed/3541946/K00624_01.npz,7d15d4c4d11b8d2ed653b1637a58212bde12d604e12900777a6b271330f78aaf,
561,3541946,K00624.02,1,constructed,constructed_qc_pass,True,True,[],processed/3541946/K00624_02.npz,4e1080cef497b7d512868f4a0d5cda9af8dd712738b23ab3926cfacf1ead9d1f,
562,3541946,K00624.03,1,constructed,constructed_qc_pass,True,True,[],processed/3541946/K00624_03.npz,6c793a695cafc38a7263b1eb165a0fab6e66dc1f035ba590548a2adb886ca434,
564,3542222,K04137.01,0,constructed,constructed_qc_pass,True,True,[],processed/3542222/K04137_01.npz,c47539d2afe3f63b36bfca50db3ac85233d3f30794fe3dc34523d3d41788b6ef,
565,3542542,K07658.01,0,constructed,constructed_qc_pass,True,True,[],processed/3542542/K07658_01.npz,d7768f348fe98dc41fd76d48f5919201a2bfca8836ea97b38860cf4013f8ef8b,
566,3542573,K06338.01,0,constructed,constructed_qc_pass,True,True,[],processed/3542573/K06338_01.npz,9f826e3ae6c95500424d587c64a3b154034d1888ab36b781f83ea931d1fb3ad9,
567,3542574,K03628.01,0,constructed,constructed_qc_pass,True,True,[],processed/3542574/K03628_01.npz,8e0a4111bbc386b37f0902ec4fb54a0089476cff94ec69dabf6b013a4774474c,
568,3542588,K01217.01,0,constructed,constructed_qc_pass,True,True,[],processed/3542588/K01217_01.npz,cdd12e1fa72db2309d7f087332a2c9058dcbdb7a7d66b5e8ba340f742a9169c8,
569,3543270,K06339.01,0,constructed,constructed_qc_pass,True,True,[],processed/3543270/K06339_01.npz,e5a483c00d200ab34508bdd5facddbec413cbdcf1991f6a063201a1fddeddda4,
570,3544595,K00069.01,1,constructed,constructed_qc_pass,True,True,[],processed/3544595/K00069_01.npz,127b06660c5c86fd0d80c845508d984991a7f81f7cc599dfc616eb9625b9dabd,
571,3544640,K03279.01,1,constructed,constructed_qc_pass,True,True,[],processed/3544640/K03279_01.npz,789fa226e2043dd9d527762c2ab06ff79837e358a8e1f2c117a808810b813a22,
572,3544678,K06340.01,0,constructed,constructed_qc_pass,True,True,[],processed/3544678/K06340_01.npz,4a52e75431ed770d9d2aa503c0f70976bcbe32fa8a71985ed40ec552bc344ff4,
573,3544689,K01183.01,0,constructed,constructed_qc_pass,True,True,[],processed/3544689/K01183_01.npz,4ddbd01d42f6867e4229d116e9688c7dc75947882aecca02b4710aa372027d5a,
574,3544694,K03629.01,0,constructed,constructed_qc_pass,True,True,[],processed/3544694/K03629_01.npz,123c342b7b99ad309c856c14353c284ed73621a7acc37f09b88bd325899181ac,
575,3545135,K02755.01,1,constructed,constructed_qc_pass,True,True,[],processed/3545135/K02755_01.npz,2ce270b1e73d3fe545a6fdd1681deebf34ed4f1e03c685a93ac7de82c6a17a92,
577,3546060,K02126.01,1,constructed,constructed_qc_pass,True,True,[],processed/3546060/K02126_01.npz,c5e9adfc5875469172c7f423e9aabfcff7f6c6004e5a22fead98ec4688a36f34,
578,3547091,K01177.01,0,constructed,constructed_qc_pass,True,True,[],processed/3547091/K01177_01.npz,dda895f5b31f8a46fae8e48a5f637f8eeb8746c36980a8faeb5902ca544a2943,
580,3547315,K03736.01,0,constructed,constructed_qc_pass,True,True,[],processed/3547315/K03736_01.npz,88ca21ab37587e9807e1595298c5096d4b1b9b8457ec067fd46164d2b9ad0c53,
582,3548044,K02194.01,1,constructed,constructed_qc_pass,True,True,[],processed/3548044/K02194_01.npz,4e534fc92eabf72484cb91eaac279d80b2e9dfe04fb9ef77d7c34f286fd53f51,
583,3548044,K02194.02,1,constructed,constructed_qc_pass,True,True,[],processed/3548044/K02194_02.npz,018b08d7608f2c3319e6e27487cf6292187bd4ad388710bc3730dcfa54081492,
585,3548622,K06343.01,0,constructed,constructed_qc_pass,True,True,[],processed/3548622/K06343_01.npz,2a7cd30e42eb4a45e2e6b16930e06f1deed93e53d96e6636a317bb6dc6a51358,
586,3548639,K04191.01,0,constructed,constructed_qc_pass,True,True,[],processed/3548639/K04191_01.npz,579af0184039513488f4cff4191a2c51f5049daf687348effd77db16232909a7,
588,3550434,K03854.01,0,constructed,constructed_qc_pass,True,True,[],processed/3550434/K03854_01.npz,65d127bd3b6a1f460740f2f6d90559d20a4353b40a2a3ec6e8f3547b79368c9f,
590,3554031,K01194.01,1,constructed,constructed_qc_pass,True,True,[],processed/3554031/K01194_01.npz,908276534b7c75aecf4d22394b28770fb933af52e1d0f660ba74889cf961a117,
591,3554031,K01194.02,0,constructed,constructed_qc_pass,True,True,[],processed/3554031/K01194_02.npz,0b46ed5697d90b27cad6eeb55ebf7a2fddad198d6dd64f0f563ce018a9735310,
592,3554031,K01194.03,1,constructed,constructed_qc_pass,True,True,[],processed/3554031/K01194_03.npz,3b9637cde9c64dd8ab3eec11e5a09b4993e2d5da4b4888c43d4d68089c96d26a,
593,3554600,K00803.01,0,constructed,constructed_qc_pass,True,True,[],processed/3554600/K00803_01.npz,131b0b919abf5e277a349819eb87d93d99b1109208b3f66e0d23a2f44995b572,
594,3556220,K01213.01,0,constructed,constructed_qc_pass,True,True,[],processed/3556220/K01213_01.npz,64d9eea1c94670e44e97ca1f389ad71ab1b794e99cdf6aa0903274bc7855fc9b,
595,3556229,K03899.01,0,constructed,constructed_qc_fail,False,True,"[""valid_quarters_below_8""]",processed/3556229/K03899_01.npz,2c26629602a969e102aa3df13698252daf7905b66f88df63d8e4c297f8c6694a,
596,3556742,K06344.01,0,constructed,constructed_qc_pass,True,True,[],processed/3556742/K06344_01.npz,297698297d6f4f6c733ec3b8c96b28b54676305b6e39d894065beb64d033701b,
597,3557341,K01190.01,0,constructed,constructed_qc_pass,True,True,[],processed/3557341/K01190_01.npz,c817b99b8f6937c5562e9296f9ec9e09477a7e78a2d43cffc907260881e4e11e,
599,3558803,K06345.01,0,constructed,constructed_qc_fail,False,True,"[""local_missing_run_above_0.25""]",processed/3558803/K06345_01.npz,8b7874a1b2c8e0a912e6efd63baa3236fb68c0e7750ae9ae76420188ffb0eed8,
601,3558981,K00052.01,0,constructed,constructed_qc_pass,True,True,[],processed/3558981/K00052_01.npz,4be64557e18e9fff4ee0a0bd92a7410c2b8d8bd5aa889a385302a162899c85a3,
603,3559860,K03440.02,0,constructed,constructed_qc_pass,True,True,[],processed/3559860/K03440_02.npz,bc2fd1b7165d184f5f70b673f3250de9695a2b82d4fb974602c497c0f501a04d,
604,3559935,K00492.01,1,constructed,constructed_qc_pass,True,True,[],processed/3559935/K00492_01.npz,e2dee1a636a01fc52cbbba1ddd3ffb7a874d5684e80d4a0ca341c5e456a7d4ad,
605,3560301,K00968.01,0,constructed,constructed_qc_pass,True,True,[],processed/3560301/K00968_01.npz,bd235b48cc12664db3553d7467be0efe0e21159c29feb6a0fad9b972452c1846,
607,3561464,K03398.02,1,constructed,constructed_qc_pass,True,True,[],processed/3561464/K03398_02.npz,eb12112d9c42130cbe038654b1242f55b42d4e0929c20564bf036a82581b5655,
610,3629330,K03418.01,1,constructed,constructed_qc_pass,True,True,[],processed/3629330/K03418_01.npz,31ceb6db66722dc132099bca2f264c6846a1fb983c3363fc5ff5788d2a82bab7,
611,3629967,K01901.01,1,constructed,constructed_qc_pass,True,True,[],processed/3629967/K01901_01.npz,5a7367bd73f188fcb0d48dcdd9459c3b83bb914f8c0f488def302e655e5a662f,
612,3632089,K03308.01,1,constructed,constructed_qc_pass,True,True,[],processed/3632089/K03308_01.npz,860b14fa9f503c77b2eaa5b439b9d5a0308cd3947204b3ca135684b30e601092,
613,3632089,K03308.02,1,constructed,constructed_qc_pass,True,True,[],processed/3632089/K03308_02.npz,a14ea120508cfe2066f8dea67ad85e2d6174fd9a148ff3496f1883a5a4dea16a,
614,3632418,K00975.01,1,constructed,constructed_qc_pass,True,True,[],processed/3632418/K00975_01.npz,59c2252c2acfe9e0135d46030e4cca1380285c5477ff4474b35e0c076489f4b1,
617,3640905,K01221.01,1,constructed,constructed_qc_pass,True,True,[],processed/3640905/K01221_01.npz,a04c4499b2d8ae146fb7fa5126c6c61a8b6576d001348a811757f59cf2f85313,
618,3640905,K01221.02,1,constructed,constructed_qc_pass,True,True,[],processed/3640905/K01221_02.npz,2e1e07f366341e998464aaedcf8aa2dce168fcbaeae877ad913364a17fb2287b,
619,3641726,K00804.01,1,constructed,constructed_qc_pass,True,True,[],processed/3641726/K00804_01.npz,9176990ac482f20378a0fe4578632a9319de0546279bc64bba8261c9ee58f68d,
620,3642289,K00301.01,1,constructed,constructed_qc_pass,True,True,[],processed/3642289/K00301_01.npz,6ecc1c20ea987c87636d6a49ac09524d180157eb63a8d8465cdff77ffe153cb7,
621,3642289,K00301.02,1,constructed,constructed_qc_pass,True,True,[],processed/3642289/K00301_02.npz,9ef7a483a14e52443ba523fd00d4bee16ecba49a5e488ee8d9a821bec3efc561,
622,3642335,K03010.01,1,constructed,constructed_qc_pass,True,True,[],processed/3642335/K03010_01.npz,1b0e1630b3927c4db722f47d512437bee9cdf500e44b27a1d0f62a55de880c87,
624,3644071,K01192.02,0,constructed,constructed_qc_pass,True,True,[],processed/3644071/K01192_02.npz,3f40e019fc8fe58b2413efa4d2a5221509dc9b39a16ac8309024158d0e561ff3,
625,3644174,K06347.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644174/K06347_01.npz,450c043f5e2570d3b90d19b1ccb057de8e0acb2aaa298b029c8d70260cf0750f,
626,3644399,K04997.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644399/K04997_01.npz,fadf758878ca28ab757407aa16348d4c9d3cd7daa1d57903ba66b8355e740f5b,
627,3644505,K04641.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644505/K04641_01.npz,1febb6a9909a5a864bd755e0890761e6bb4169c037ace25eb81f8aa30ca040be,
628,3644523,K01195.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644523/K01195_01.npz,0b6eb4859adc39a0d05d6db5b25093ffebf460dedeab753602851bad78dfec80,
629,3644542,K03511.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644542/K03511_01.npz,e6a05138b1a397897c1e4dcf93800a0beefe4c6efbf81bafe0e8c8816139b70e,
630,3644601,K03862.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644601/K03862_01.npz,9e01ec7add36f22656f4596eb7a63cb0805f6f080464169460001462a7bd84a4,
631,3644601,K03862.02,0,constructed,constructed_qc_pass,True,True,[],processed/3644601/K03862_02.npz,2406176aa81c3eefcbda85fd920d7146e598432c1ddd31faa593c47255e92d98,
632,3644602,K04479.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644602/K04479_01.npz,fc420a111f518987f313535ece5cd08a3912dc9547994b43361ef43cac368f4a,
633,3644631,K07659.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644631/K07659_01.npz,eb5c697f502d5418e7ca26a43a7b535b4a2b96d4d01808bb144c18769133bad8,
634,3644653,K02596.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644653/K02596_01.npz,07be79cbfb2b4feda77c395e67e7eb02efa6fafc96fb0b26b2315a113007464b,
635,3644738,K07660.01,0,constructed,constructed_qc_pass,True,True,[],processed/3644738/K07660_01.npz,a1f82fcece788aece90c9dd45d8e4a93179ea7624c0264082e2bb70d5bb26c0c,
636,3645282,K07661.01,0,constructed,constructed_qc_pass,True,True,[],processed/3645282/K07661_01.npz,86c20718a93a00e1b0f84db3e45c0272350022df3f5667575c120b677e86eb8e,
637,3645438,K04385.01,1,constructed,constructed_qc_pass,True,True,[],processed/3645438/K04385_01.npz,6d63e63858288239d10f6ab8a3590bbd0a6eab8ed307adc1c649d96ec0a8d043,
638,3645438,K04385.02,1,constructed,constructed_qc_pass,True,True,[],processed/3645438/K04385_02.npz,971081b6fac7387da6f88a419084c806d77d3f95dfd41f6e3182159f67188c01,
642,3650049,K04249.01,0,constructed,constructed_qc_pass,True,True,[],processed/3650049/K04249_01.npz,f6ee1ac5c8300a3bd9ee345b3e077135d2d666188ada9f824cffcd28c8459239,
643,3654095,K02667.01,0,constructed,constructed_qc_pass,True,True,[],processed/3654095/K02667_01.npz,e43e6575819c8e9f728e642d051d30e8b7867ee1392573d847d9e124443fa7b1,
644,3654719,K03081.01,0,constructed,constructed_qc_pass,True,True,[],processed/3654719/K03081_01.npz,d3a7ea0e187f432e3427bda653499507aa24cae8842104f90e3e53c60d8e9807,
645,3654950,K01766.01,0,constructed,constructed_qc_pass,True,True,[],processed/3654950/K01766_01.npz,714578c1e355214b9bb35edf0b702fefd9a1cc540058b1476906d8722804eb85,
646,3655326,K06348.01,0,constructed,constructed_qc_pass,True,True,[],processed/3655326/K06348_01.npz,91fa7276d60d173b574b3da7d219184ccc5aaa897c76dc7215b4546f795ece1d,
647,3655332,K01179.01,0,constructed,constructed_qc_pass,True,True,[],processed/3655332/K01179_01.npz,317bb6f8ae7db979b1485afb5336909a81ca328f8417a2bc089c7a5124a8427e,
648,3656121,K00386.01,1,constructed,constructed_qc_pass,True,True,[],processed/3656121/K00386_01.npz,18b73bf46bc5842b4b8224d21c98354ad972e0b779cd7afd215ede90b5acfd00,
649,3656121,K00386.02,1,constructed,constructed_qc_pass,True,True,[],processed/3656121/K00386_02.npz,e277ff72e8c7636c4467541fe76b120851aef91b055bb8c555c0247a4561fcbf,
650,3656322,K06349.01,0,constructed,constructed_qc_pass,True,True,[],processed/3656322/K06349_01.npz,51c96b3f0d61ea8acf7dcec3f888e20a23665315e39cb13afbb708bf5b9d743e,
651,3656700,K06350.01,0,constructed,constructed_qc_pass,True,True,[],processed/3656700/K06350_01.npz,ef58baf419523fecca85de3a77dd282b190d26320bd2ed8dc2345e4a9cce4615,
652,3657176,K02903.01,0,constructed,constructed_qc_pass,True,True,[],processed/3657176/K02903_01.npz,dc15345a0da02b89c25c2c3d11a0c683811bb313cdcd2384b48a67cc75e0f986,
653,3657758,K02034.01,1,constructed,constructed_qc_pass,True,True,[],processed/3657758/K02034_01.npz,afd094c86cc3316f88c45b9437fd34082e59acc3134f93b732bf2d7910137aae,
654,3657758,K02034.02,1,constructed,constructed_qc_fail,False,True,"[""global_coverage_below_0.80""]",processed/3657758/K02034_02.npz,098a0ad6a55be0de74c52ea944c6d8b2ba68b151ed4c04b230555d54d7a2592e,
655,3659940,K06351.01,0,constructed,constructed_qc_pass,True,True,[],processed/3659940/K06351_01.npz,7b1eb88beb90dd31436e545548613df040f0d4ab836a5bcc0143c20e89251df0,
657,3660924,K01214.01,1,constructed,constructed_qc_pass,True,True,[],processed/3660924/K01214_01.npz,9f3f30bc3bdf244ccdac79232f811ff1b4904047b1aa337e8c7aa1eb2da9f178,
658,3661886,K02279.01,1,constructed,constructed_qc_pass,True,True,[],processed/3661886/K02279_01.npz,a157a8532e34ccb2e53ce4f176d1d9923de0fbbf8e8919a9726ad081b2f2ffc9,
659,3661886,K02279.02,1,constructed,constructed_qc_pass,True,True,[],processed/3661886/K02279_02.npz,e509c88244f421d5d74b5ae1e0d8b1cdf15e7e7633a38525f0bd00aafe601df3,
660,3662635,K08243.01,0,constructed,constructed_qc_pass,True,True,[],processed/3662635/K08243_01.npz,1ed7241b92f994466ae270c40183f77682896045a5cb39fd0e4662afa5d3658a,
661,3662838,K00302.01,1,constructed,constructed_qc_pass,True,True,[],processed/3662838/K00302_01.npz,dde87ff0b360aa502283e719260f074d523703f60f7b53d180cd7b8f41ed8471,
662,3663141,K07663.01,0,constructed,constructed_qc_pass,True,True,[],processed/3663141/K07663_01.npz,acdf182e747613f96059d6269fabc1c976ed290cc929903f225e7324663bf845,
666,3728432,K03893.01,1,constructed,constructed_qc_pass,True,True,[],processed/3728432/K03893_01.npz,308f552b42f8270e6bee882c92703479666d835f3f9862cc6acc2eb306f67b73,
667,3728701,K02536.01,1,constructed,constructed_qc_pass,True,True,[],processed/3728701/K02536_01.npz,ecfaaa06676977c1ceba39155e3d4fd0d46e2d608b8c711398204a822233118f,
668,3730335,K02808.01,0,constructed,constructed_qc_pass,True,True,[],processed/3730335/K02808_01.npz,1dd975c9d6ef317e58c6b7082dc417f7bc04a0688d9d27988fd40d16b83549cb,
669,3732035,K03966.01,1,constructed,constructed_qc_pass,True,True,[],processed/3732035/K03966_01.npz,7a10a7bbc429423ec5931e050b38d22656b52d612080c5bc26f83495fda5f554,
670,3732821,K01207.01,1,constructed,constructed_qc_pass,True,True,[],processed/3732821/K01207_01.npz,888ddab32f12178f693ec0f200f61a581131020d9a176eede99f55f9fd1cb2f9,
671,3732894,K04476.01,0,constructed,constructed_qc_pass,True,True,[],processed/3732894/K04476_01.npz,5380a573900b5ae59750156e4e59c002133a6dfd67bc9e56b007ae4884fa29c6,
672,3732972,K07664.01,0,constructed,constructed_qc_pass,True,True,[],processed/3732972/K07664_01.npz,d7b646e384ca34793232feeb0d230d058928fee2a72a8046cf6d17610e25ea31,
673,3733628,K00387.01,1,constructed,constructed_qc_pass,True,True,[],processed/3733628/K00387_01.npz,655603e13d1372fcd98b2c4aace54e6effc6e386e49a34431cb1d4806ec231db,
675,3734418,K02261.01,1,constructed,constructed_qc_pass,True,True,[],processed/3734418/K02261_01.npz,727e0fd8944efba863375216a827ec3902d270677fc5b3b87489ec2bc1ea5cb9,
676,3734501,K08244.01,0,constructed,constructed_qc_pass,True,True,[],processed/3734501/K08244_01.npz,986b0ee014940ab5234453ff6cedf5dbda64354d87392246058fe63fcfc26671,
677,3734868,K00805.01,0,constructed,constructed_qc_pass,True,True,[],processed/3734868/K00805_01.npz,1d8437d25ad03908d60f6ee45aebc604722657634632f81dc4452b797c7c306b,
678,3735629,K03544.01,0,constructed,constructed_qc_pass,True,True,[],processed/3735629/K03544_01.npz,235fa87e5b885bf88c7d7f62f2a0fab73b4d242ddda97d09d8cc3d98fc21b8a4,
679,3735634,K03615.01,0,constructed,constructed_qc_pass,True,True,[],processed/3735634/K03615_01.npz,160ad17bb25be8614987929e8f2f7fc66b62dacccdc6745bcc6c7bbe06e0371f,
680,3742855,K00045.01,0,constructed,constructed_qc_pass,True,True,[],processed/3742855/K00045_01.npz,88a106212a7b3aa97099cceeed7cd7d15b9e02d97873e227c5fac31c243cc665,
681,3745559,K03423.01,1,constructed,constructed_qc_pass,True,True,[],processed/3745559/K03423_01.npz,b2cbd9ef6f2f691081d1f73c3332fcb68c1c21a2f085e638c103981c4186988a,
682,3745690,K00442.01,1,constructed,constructed_qc_pass,True,True,[],processed/3745690/K00442_01.npz,d4924822f1feafa92f9b7432fb9d52f6ffb145396fbbdd9e02f1bf2f7fe6d51d,
683,3745690,K00442.02,1,constructed,constructed_qc_pass,True,True,[],processed/3745690/K00442_02.npz,daecfaf5103a2014ac9332af6c69a740a759080183bc86a309f99750ac11bce8,
684,3745690,K00442.03,1,constructed,constructed_qc_pass,True,True,[],processed/3745690/K00442_03.npz,32bb335276e759a33f99396f2a95bc2ae317707d97bd9088dcaf4d1b721ec3e2,
685,3747262,K03005.01,0,constructed,constructed_qc_pass,True,True,[],processed/3747262/K03005_01.npz,e9cd940661648312bdb086e35bff9fa01de56f36f630cde41ac88c5424e0c840,
686,3747817,K04103.01,1,constructed,constructed_qc_pass,True,True,[],processed/3747817/K04103_01.npz,c098f5766e87d32db980b9d6ff09f36a9530f1dae188f6e47cbb4fa69332ccec,
689,3749134,K01212.01,1,constructed,constructed_qc_pass,True,True,[],processed/3749134/K01212_01.npz,27dd57e9176bd6fc7ae8baed75b5cc08e248e5ec67f374bc45c2e3c8c0f3e57d,
690,3749365,K01176.01,1,constructed,constructed_qc_pass,True,True,[],processed/3749365/K01176_01.npz,b076f1d307f3b20ac6d4f0a148739bc6a294020b7e0db3b81a63c54b308e389a,
691,3749508,K07544.01,0,constructed,constructed_qc_pass,True,True,[],processed/3749508/K07544_01.npz,9c5d0ca5c2ff1a0035b8d431a7cecbb497944f77b8223cad44e799a58a3db0d4,
692,3749508,K07544.02,0,constructed,constructed_qc_pass,True,True,[],processed/3749508/K07544_02.npz,504bde67025648baf4d98e94b46268eabf136a86a089617baf4772a360c6c2e9,
693,3749978,K02308.01,1,constructed,constructed_qc_pass,True,True,[],processed/3749978/K02308_01.npz,692498a9ffd6109da54c71800278b04871b99d6e1611e4b79836886d3ff33b25,
694,3750350,K07665.01,0,constructed,constructed_qc_pass,True,True,[],processed/3750350/K07665_01.npz,a772e51a21d0d85fd87f084428389292cbf9d308493367fd003f33545fb19208,
695,3751231,K07666.01,0,constructed,constructed_qc_pass,True,True,[],processed/3751231/K07666_01.npz,7e07fa183c0cf950a73d7b2ad9d8e4ee08dd3cc928c9942fc7c356dea7e71132,
697,3755522,K05005.01,0,constructed,constructed_qc_pass,True,True,[],processed/3755522/K05005_01.npz,beb094db8063be0f5fdea53dc9367b286638c54a977567b978931adde69f223c,
698,3756264,K03108.01,1,constructed,constructed_qc_pass,True,True,[],processed/3756264/K03108_01.npz,4319716d2e14bf50c06ed6127e701b819db2e8f3ce8e4025a65ae800337d6a30,
699,3757407,K04057.01,0,constructed,constructed_qc_pass,True,True,[],processed/3757407/K04057_01.npz,034e293621088416a434c7754d228da418223c585aa4a9855b0fd4ee6991b563,
700,3757588,K06356.01,0,constructed,constructed_qc_pass,True,True,[],processed/3757588/K06356_01.npz,a6a0660f53c9499cae9e4ae25f2d6aaba9fe75a908aea6c25ae5efcd3fa88455,
702,3757778,K03402.01,0,constructed,constructed_qc_pass,True,True,[],processed/3757778/K03402_01.npz,8278a941150e393a33e9f3f994cc43e1859af80ed77b27b6b35d2c5d3bed36d6,
707,3762468,K00208.01,1,constructed,constructed_qc_pass,True,True,[],processed/3762468/K00208_01.npz,fcae110524b1c383d663f809b7dd95e366682224007552e82a7a31230c79f6a0,
709,3764714,K03963.01,0,constructed,constructed_qc_pass,True,True,[],processed/3764714/K03963_01.npz,a878f4ef080022e03f2494605c0e30b94872e28bde176b62b679716e2c222b35,
710,3764879,K02141.01,0,constructed,constructed_qc_pass,True,True,[],processed/3764879/K02141_01.npz,0eb418654918538e44be99c76cb74904a55faa02a490ffb537ad1e0c46bb0bbe,
712,3765771,K01189.01,0,constructed,constructed_qc_pass,True,True,[],processed/3765771/K01189_01.npz,6b34c40fc0c029fb9739ca5d83faf7a00b70ad70a198d347d48757c621dea5d1,
715,3766353,K06359.01,0,constructed,constructed_qc_pass,True,True,[],processed/3766353/K06359_01.npz,b746c1c9b4ee00308f540199ecd83e9cbb1ef2e2eeb5e2cb5b83fcdabaf144fe,
716,3830820,K06360.01,0,constructed,constructed_qc_pass,True,True,[],processed/3830820/K06360_01.npz,e185a7ccafe4df5104d281f212ee57a4811013ad5c3358695c335461e3dd8a95,
