source_row_index,kepid,kepoi_name,label,relative_path,npz_bytes,npz_sha256,qc_pass,model_data_available,global_count_sha256,global_flux_sha256,global_observed_mask_sha256,local_count_sha256,local_flux_sha256,local_observed_mask_sha256
429,3247294,K06316.01,0,processed/3247294/K06316_01.npz,21260,7ff2647ca2ef782fae2be29d5cffa7478e609f8b0b2912f06969a994bab73893,True,True,c6f80bec56c421e5858ee460850c3357016e770c70fdb54785b1035578961958,f963417c262cc8d473fbdacbe09f269d6ed00c1e5a53e28dfeb67e1603f35a40,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,14e4f46143a5b87cc538225a95855e2f915771d3132341dca6db823e821575f0,6b79ddd0e78f12c1aefc161ced2d60066e67ec435d322554f90ca0844e378053,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
430,3247396,K00121.01,0,processed/3247396/K00121_01.npz,21260,f067da3af1dd0f124966fefd18f7ce4da9ab08864632baede86b673825ff99e0,True,True,e05ed17118d3c24bda453ea5532647ea0e1f2f082b79e6797c1b9ce5fa7914b0,9aac696147b0af70ed0c8dabaf490e5d457d7ce783ccc3b66e2b09c54b427b24,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,f8660ae2aa48dab005b049bf34123b0bfb542cb7f6e0e1238a11469bc47a64e3,351c3138ab430503b3a83bce68f3290bcf8bcd83adb956f8069a3ec8678f30d6,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
431,3247404,K04035.01,0,processed/3247404/K04035_01.npz,21260,31ba6505b179d07986122eb884d2ab370c15d8ba47e47dbfad892c6efaa423d8,False,True,9c872ee1f8506d78b89fb90d16c13a6e5f1378a22149e0c8a79dff476e68dd14,7dc6a605d9da4bcf805aaaf1edff1f7a1eee74cd9b0ae814ef83e7ef800798ae,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,c305d12679cd29f6f8f61f2594d2ba6c3c8b1365de58907108441015dbe7e278,f905a83919d842cbe31a357cf51f334f3ff31749af3eedf1181741d6ccf32d95,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
432,3247503,K04397.01,0,processed/3247503/K04397_01.npz,21260,a0c500e86e25bb395ddc71d410c397b1e0b82b99d842db2cb49a9a3d4bd196f5,True,True,2a0a0ed2672b098aba3205555f6c9a6fad71cefc85998353e40077b165cc7fb4,f8461c9519788d2b7e4a023cade4c4527bfbc6ef6a63f86e9fb8f75592c10e5f,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,f731ac4e919f6ebfef0dc41f758fe0bb57addb05bd202ff2117943ce9e7948ee,d98e52b568cb37ece9c325660662b3a00aa85e80c596a12691c1e0f3b561b04d,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
433,3248019,K01759.01,0,processed/3248019/K01759_01.npz,21260,035e7092575ae15922c1ae228da57c9387cea6dff5a5270f0c91d068c19c7cdf,True,True,76ffceee9af1f23c457700baa70affd27f78f2f71df07f522aa711c02b419653,0525477b9fcbb145049ea7e96d08eddf7fedb8a642c635e981177a7059692467,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,a98797e9eea174d041a6c27407fdd877ba392dce761265bead5c01feda3dc19d,44132dcdebe4c7e1a66de18baecadf56800c923a311dcf6264e34f284e0356ce,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
434,3248033,K00006.01,0,processed/3248033/K00006_01.npz,21260,d69216927208746781208a89cb00e50600596b9761f6ddb05a5a5add10de85a2,True,True,895ce3649f9dd2a2baa3200db87e8c4473bc6d5b1aae4a6aacf879cf3c1127c7,7fc9ba957a46176bc5d34369df9c35b50e239298287154fa1e189a19943e4add,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,f0b06773a2a6619400461f47af79a63312a12f01d99f0b93be8494b025a0d3ee,db1e9982a120da06cc732ce53a063a8d33b2941beb78d60b740b81b7d01a827a,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
435,3248332,K06317.01,0,processed/3248332/K06317_01.npz,21260,1ce1c80013405bf1aa495a77937a814de4114bcb8773d02aed3fc1bfbc466ed2,True,True,04da52e4f85b2403613a5fad3919386603a32a190323d8fc6d16b9bd90d115fe,7e02ac91e339f0c8ae04df1f173d42802a34aac7170c63c91b348bc98f48bbc0,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,b2de923561ac35f3117cb293807fde342eefa981dffefa108d3871824122af8c,800f246e9e5df5b97f77f388e48e8f598614308e08562884b7e666ce262f5acb,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
437,3248696,K07651.01,0,processed/3248696/K07651_01.npz,21260,428fe7d725ea1172c659a7b27e3a4c382e8347cb15c80e79fb5d81adc5c319fb,True,True,fcf487face22a4946cdb032a4900c68895ab23bc2c7b6788f590af3cfa09c7bb,5a31e5ce718f235e93af8fa2d20811caa7cb41266c3cdbd57b31504fb3277b2f,2d57cef89904b98c8ae2823dfc223fdf405bbefd09426b9c02a7338d30751b32,79e65f8d9a4937cca75db28045770418eda99e3c3150fa5366ebe9c542968374,b61089897cdf61c27adf52a395dad7bfca379af07133569cc53e4328fefbf471,1668000051705a444f8a98431539e567506ac4ca3bc6cfb08a095d69f9cb1bc9
438,3323289,K06319.01,0,processed/3323289/K06319_01.npz,21260,463077fe7f85d927216fb329adf7fc6f1504481cef9980dd039006ffe9aca98b,True,True,264dce86293d0030d329ccad2e9045f869ff84628ba801ee7e56f48cbd27cb8d,ad67edec1c150187e80163da507ef3ca2cab60eea725ce16690e6a4d4d484f41,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,4fcd8365b1b019260ec357b4732dcdebf616c6aa4aaaf5722ac027a8aa53c9a3,dd33aa99ee2d929255fa6524bab6bb3e8e9eae2fc82e58afab66d8c35d2037bc,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
440,3324644,K03781.01,0,processed/3324644/K03781_01.npz,21260,f15ce6a83e464a7c514c3abba441ce568d7e8de4d2dbf888ca3ab21357c51986,True,True,e51fe0341e550cc5e31dbedb8120cf4c84dcf2f00eb3dfdd413651e832d2a2f9,46634c7b2f4f323835e4732fdecb80d514603be2a8eabe7fce05bc4a4d45746a,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,2c29c92cee8099d392db6e2d392efddcbbdb3a4ea03227fe5d47a3993b09a2f2,cea7598a8cdf99c1bea7568fb9147915289e79b416b65c0dfcb2838960a6b18b,b51885160a627da730574b2afdcd2865d8c81c54146664e56e319a8cc38bcbfa
441,3324986,K03084.01,0,processed/3324986/K03084_01.npz,21260,34d9f22429d76a35efe53599bdc634a81f872d9f3e149c639264fc23bb9fd810,True,True,635df1e0d8a5bf0b73bb263df2f97b957dc841ea0277d682a0442f28d10e4881,00c48cd3d841663975b855c92f26160d314b134a2eead68b220fbda5f8b3aaeb,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,cb36959bcc0709e6594709cba3cedd62f4717a99f8fc48993cb00f2348b0d642,e86123db7f05727a617c03309014e5b0b7eb61e8a0e247d2bf55f77345ead27e,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
442,3326377,K01830.01,1,processed/3326377/K01830_01.npz,21260,4388f9fb37bc19b8722b08375c7951408f6f1a7d47294b45c5b0b09566e44b3a,True,True,468aeecac8a9fb59bbb3a7c632d9281149de55e30d463d898a05c16ce599d2cd,4e1e8b388e9105913f8e04e9d4c80b767b842ee62b1607722938428bdb49d319,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,f59ce5859cc10a9c2c7d03b99bf36d01b93ff0e6455f1fa6784d822cf87b422a,428ca18364d5c6c1a6db4974ad3b53658abce3e88c9fdd2be57d2a65c1795da6,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
443,3326377,K01830.02,1,processed/3326377/K01830_02.npz,21260,0f585f092772e6e6b8af82149f7ae1ed7ad54a0e8450a29fe57d7e1643be97bc,True,True,6b2b9b9c5e23c8b388be9d6c9a2372125279cade6a42e6cd925de3000f75be71,e49214bfad81f9f0792fcc82f9303c15e0ee8af4bf20aa89293e122990d72405,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,3938778750e15e840fd3a5d03832331839e43b660f71fc559bce91179bf44c9c,eaccec6f5872f6b88d58cc412e3dca7ada96e53eb070d1e099b0679c847479dc,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
444,3327980,K06321.01,0,processed/3327980/K06321_01.npz,21260,3fd0c9be29b347a6a504f2c83fa11c22b4824a9d4b9e8002d61e3837eae130db,True,True,6e2deac70736455397694238f33e96288adacd8f9bc5e9e2a2527099c9608222,6ef0d41479e1b991fe5af0a1c0374966bcef15191712783710033940497ec3d8,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,6dbe765c2cb6cb40b630a64b5cc78fd9de771c55214d61b04adf345d77a025eb,1f8680cd1b3caac3c5463f2ea5fcefc6f566b9ad1f11e63c699e0b1c92378053,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
445,3327992,K03635.01,0,processed/3327992/K03635_01.npz,21260,538a85d14b270c70a9e20b64c3315290dad344f2a5aefceb9a902eb3c7ecf4fe,True,True,6c1478f0b1c70c51abab378f32573312002cf9ef291f9ced4fdf0f1c12237964,7f9bccdc183d521faf6271fe84bee5ee467f33690872165a8ea589a670a160fd,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,39242b6043e36d1cd2c41664b48565f0d219643474587824fca32ef717af738c,2e7f3110a382eab42cc48ec1ba83b71e7a938c70346bff66978733cedf5dd6b1,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
446,3327993,K02157.01,0,processed/3327993/K02157_01.npz,21260,41d5e95b8d460f3dbbd32397341538f3484c4f9ac643fa706b76db2bea704b15,True,True,1b8a4f55d32ebc212cc03dd9bd673439548251cee5bed69977140e0867dd4b7f,2282e6c5796deb58ed2866ef55cce2f25c2bb8aace5d8af6de5458a5975040e9,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,e18cba0e6fecf0b3689a11a20311faa7f7070589bc895897938c6bc5a29115bc,27892aeae20e49814aa9c3451db52a5eaa35f70da383198fa2e6b924d192bff9,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
447,3328026,K01994.01,0,processed/3328026/K01994_01.npz,21260,0e19133039e117f0d9f5aeae3342169c9ea5a4ee8699f6eb519d5c194b53d307,True,True,e473a0e9facc6bbabb8850e6e4b70f80792864817f153c9809a39d1823c79cd6,2752a0ec052d95facc51eff742a855a9cc04c66770954b3c29e5d8c6f85cd757,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,125a7a3f6144a96d65bf3052a3964de01c3b534d05b16eaec4f5ada06e2eaea6,badaa9b57352ea55479981fe145068a43c60ae1310b412ecf14b0c9dd6b41049,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
448,3328027,K04174.01,0,processed/3328027/K04174_01.npz,21260,227ff8788716db1302687b8e3cc762dbedf96265cd31a89eda0674c5339ee366,True,True,4a652996c2834bbcae57349ceb754affd8f437b4cc30e0c546654f33f2af60fb,2817df565c30cc4a80b3c3d2fe66917d0ea602c1c9c61ee19ee2519289e3e274,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,ce444b9a07c0c87014ef11e8d546c3f5e2bdaf209ef35760b20799d0679a5582,2f73c4dc295e7642c9118d25c80617c3c3c44b4db0f884a858957913c12df4eb,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
449,3328052,K03011.01,0,processed/3328052/K03011_01.npz,21260,09ec49fae469af52573060480d0c560c68537dbef2fa335661d3ae91e1168dd9,True,True,04eb1caacdc7b8a6c3df62903508a72522da2ab7ebefe4584b60a6a2f7861905,cd90ad5076e51962b6e0fb2f59f403b897ec5ec9b248cc7186cf7f442cf2e82d,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,928472f991df15f7643def517873b3ca2755a731624ac3183755c729b6c80668,d92211f44c49fd622817b43e47ad47b386f345b5aee7f0418a1f5f7a5bdfa485,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
450,3328080,K03075.01,1,processed/3328080/K03075_01.npz,21260,47619fce27f8c66c81dbd3e57d4e4df117a34e6177ea9000440a4e87414198e9,True,True,15821d7439aae62c8f9c1d7de1644e50c7bcfba160a1c75e7f3407f56edc9b65,d42b72236c28e999d2e33a3e39dd7071a7834a4aa23003e62c1b32a978851daf,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,00bd40aef2ce84c26ae6f7d709c22011ef52245b8ba5d80097381e8995639f90,2a2f76daf196723232bd49c9c1a8334b8ecb134e0858e9dea4becedcb0df01bb,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
452,3329643,K06322.01,0,processed/3329643/K06322_01.npz,21260,bb2cd96954bec19ff876c74ad58a252a60793b7fa0dfbfc417e39ef760dad296,False,True,cb80740f9cca9be6b821404f3e487483efd7fa6b8317c3bd85aeaceeda3c51b2,f569ab1bc7ec40b12e76ac52f40cd0acea0b3971c45816bce25a63deb8e82864,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,d91c34e79fe8b9aa7c3ddb91904e0422e8161c6b3bf2673299817d4f45ee723e,47ae8eba65510bccd122dc70530999a4d6d1263f1420d709c59bf3b25a07a79a,f5fafbad3038ad27e477cf8ce120153075369ea70c0f83e57ccb933564187646
453,3330684,K04533.01,0,processed/3330684/K04533_01.npz,21260,fd4818c4fceb2505b0ec5883cc501c3296ed15a39b49d50bf57839f27d02d079,True,True,8d7b848bfda61b1a7d559993ade89e96c75348e89a45f6d3f1fc026b99935065,70f79aa8654200713e6c8f910291f3cdb09ed2a8b97323e20ed8ff02069ba2ee,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,e50caa631c9356222d54559054df5289063d632180ffbb0bb2c7018a93fc0461,57ece390b08a3aaeb31b191db2ef15412c7d951e0225282090b1e432996de33b,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
454,3335813,K03632.01,0,processed/3335813/K03632_01.npz,21260,7d4f2966464712e41e67b85d92fc4580d60f327ab76a084336457b4c32177208,True,True,99c1ee08d9eef030b55b0ac1762ffd440f6b4ddc8236c5df844c8eb7ab762aaa,bf3799fa588a9dac6df972e7892a5ebd290fbdadec2716bb63a3895cf41497c8,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,9de1c428338c023e79c201f14a6ec75ba5bd19d1c59899381d4def3bf09c6c1d,581fa3c5b83dccf8c5758b4489328cd7efc3c3cb39919274c3050eaadca83d8b,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
455,3335816,K06323.01,0,processed/3335816/K06323_01.npz,21260,c181412837ea9e5ef7231a334c07b4d230fd95ec5b821da7ab7941bbfdd346f3,True,True,56248039e94f6a56607900fda0ff4e74be49d5d3c1b84dcaaf6e0aac414ec868,58580e6797fec95e7d565551c6085fbf3faa17f438f07b7be362e5c957c05a0a,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,562df35bbd034c24dbf5f2210f8635beb84247fc401cfd537c3149e1ffc5d442,30883c6f09e2a7028e744cd5a4d8506c340a4f58e41a3cc3b7011ced52ffb557,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
456,3336476,K03247.01,0,processed/3336476/K03247_01.npz,21260,1c37de95cbf95830d8d1f08025957fd161a52d30442b37aa83c522b57905adc5,True,True,7f2684b4c2db8836fc7817706afa8156abcb543019a37f7b6c82fd2e91bf166a,b24c6f20011a23f09474e1b2d12f9c26abf1735836e60bf1bef94c388055e1c0,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,bbf0ef69b77825da565047ab67f1a54b699a44a5fca0b1ae69934a1cd058d00a,46d095e7e36174d249ce81e3cbd789dd14f72fbb689b9c50abb103a5750d9d0b,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
457,3336765,K02740.01,0,processed/3336765/K02740_01.npz,21260,85619a22d369eb5cdf8bd8eeb3bfb77900cf373335981b5ba7f59be67b476a14,True,True,4adb9de393240822cf14b0fda96713d6f67a4092845d57d39d6120a99160c1ae,ab5b1b473f1b79109929f3bbdd65b9b8235ea1a524ca2430ce1c05e31bdfde6b,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,3b4f5fd5258fc5bd21c8905bf474a30d68a131ebc915c54a63416800fe7c1ebc,791882332ff890ad2f75aef05feffd0bd9138c6d398363ca83c2644640a82085,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
458,3336845,K04275.01,0,processed/3336845/K04275_01.npz,21260,b0ae8511c11e327b552842abf80a54321bc7732c39dba987a23fe775fa6305a9,True,True,730209bff8f808d1be90985bca32c34616b3e3ae9aecb6554d5faced0f1eb39b,029d2866627d55eb8c07d735f71294dcfdaf65298fb9a08ffd5248c0724fbf04,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,f8abe85045b7af39349f1896ed610048e413b72b8d61902344c1a764d66fcb0f,7f43b727f8778ff7327247bb3533d9c32bf90333283fe282de5a89af30ea2d08,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
459,3337061,K03172.01,0,processed/3337061/K03172_01.npz,21260,f7d3b3d0601c99a127a127e9dbb99122bd8d0a18cb23ee4eddb923dadb7fb750,True,True,38175b75b10263485a25ae83102b56c75a36425aaa3abe17db350f04992bb268,df4eb906aa5910b44cdd641121f9d4e3af295da08703859bf1fc2ffd8754b3ef,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,7cab50cc954052eed2b38f88e1da8c4f4607d8cc74263fdc5e276148c0196233,a21661acd963e088bc87e275beece2ab62581aff2a73c8d1b025ea450676f120,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
460,3337351,K00965.01,0,processed/3337351/K00965_01.npz,21260,50ce62901df87458db492e0c463550569e411db2312ba6607e19fa433e791ec2,True,True,674ac7877c5f23a9a7e651b82df77c11f718932b9b750b7256927a58908099d7,a856b8ec602d4928c2763de35c605d479c87985e5200a002d08cc0594d78d762,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,6e19cd6dccad69d621bd3ee5d4f4053b51cd4b1f6e4d96c6999b2185fbdf292b,b8d284c61907b0fd2ceafcafb3c03270b1d280f3c2c17d3ca79cf51e5c6eedb9,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
461,3337425,K01114.01,0,processed/3337425/K01114_01.npz,21260,41f137d59b460d6e912596dd550ea3e5717ed1de45698a81ca1b31f02c49863b,True,True,68db383ec1eb6e772211d32efc644067408f49853dacc0e1b94b2847020879f6,957bce7218117180cba71b4d82405a94bb2f6271e8d7e3e121254c9eb708b727,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,47328bbbaa02628d1984ce4747a57a6bbd8208ef14e7cebbd577a3ba9ac39b27,f3dd1d300c4b27ed0117528d871b2a6383d167217eb6bbe72cb55cb79b6d3030,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
462,3337432,K02265.01,0,processed/3337432/K02265_01.npz,21260,36ab229c225fd80c19aa171e40cb3be7f39b900b0bf983a4b8077ecdd57b1cf1,True,True,0ee7443ee91798514fe34b966c56ac12e8d502ef9cbb1ec5cb505cf8c93e64b2,fa5b4103bfe2005aaf1168776eb9bc613c1076e54f819a0030d2bbfe3ba345f2,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,b32101d880bcefa60f1e09e775b1cdbb900a5ccaecbf31160e43b384b82548f7,66fba7efd548ff1535d5a0c7cb9b67f4c5619314b31d8b246987ee3e25bd4b65,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
463,3337438,K06324.01,0,processed/3337438/K06324_01.npz,21260,8c621e50d5a7bd5e15c2c5815a5a896537ab2864a5f5537897a22c52cb56092e,True,True,02893a2b84b33e5e4de6803dda79113c9fd7efb382fa3036a2b2fd27e099f1d3,4ec52803ef774a893187b5991c6be3fdf74c7c15fa6240d564eb15d606547234,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,32cd7c36b2a352d83462e6a6cb36dd9d2b80245788f29939d9d78fbdacde3c72,c4c5e49b002ca9c14e71cd8b9be2285fd23f21fec8ff85f9479b7dfedb404835,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
464,3337548,K06325.01,0,processed/3337548/K06325_01.npz,21260,189e450a482e358956a4f01f1704027ab666a645211117dbfc0ec55a93b7cfb9,True,True,1d1ad0fdff7aadd86fc6cd55fac0510693dd479f143b9e16fa2dfd8fbacbda46,c55b3c0207fffc159c03caa54127bbba772d0c5d93b4c08919aa3e057f01a282,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,96f5867fb76a4c3333c9e2dc931965d9ba985d251b818ca32c341a16ec541e4b,a56a3d7d74c129abf6ebb014fcb0f09d121413353ea4ebab12cd08fd648dc081,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
465,3338660,K03795.01,0,processed/3338660/K03795_01.npz,21260,15873e47ed98ae101fb65baa0e926aca164b0d70033320a273e1fa7797af2bd1,True,True,c215e68fc23ec0958f2c09a2953a595ee34d525478294fe261e48dddaf2aab5c,344b12578169d3b340b8830815a581c45798fa6dc91d1361bda1ca27859c0769,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,b9e4b07a9a0427429abf4b8babba7317fd5d3c1d2ca4ccae3d277b5513f834d4,086e030bae234879a1679b80fd582e23f7792f21d7fa44b22684d226edac8a81,ab690d0bfcc4412b90cacbdd1c513a66657b0d50b3347189e02d3ade200797f8
466,3338674,K03796.01,0,processed/3338674/K03796_01.npz,21260,3dcb7f1a5303977acc8edfb1b13622042260f493a2296c127b04ee9038db3b06,True,True,1292864dedd479b52cf06f2e43dfe3e5cbf2a1f1279a6ea175f5791450a0f93d,4afcaf6867263c09c0aed01e4cae0844538630dfa73fde30ca8de3a12947f1bd,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,a745a33d341028d0e02734dab0c429aec9df113997bd003ed1ba1e08b2bde416,e8ea9957792d41bea57f65981c0655d6fd6fb5da89c742756bf11aee1d74fbb8,8db633578801cda6a2b4cdcacbb34896ad2d9e9214d3782ee3853b736d8dc0ad
467,3338885,K01845.01,1,processed/3338885/K01845_01.npz,21260,34a1ebf69f08d5d5b9ed0a2b3cd83455675be1abc51ff21c1f4e6a93d57b3f5f,True,True,5918b0f19809bdaf60f210deb3386534d77bd6e20f3deb233fa036d662d2a355,173cd6ee7af1ef0ab31a7409122b5819d556049760eda38cbca96c6e496e122a,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,b7cc73c0b0aa87367ef11b521eda344dc97eb63b687b1c0ce7b05d6d48c36c7a,996c73d5dc645bfbf5f49cb59c7b6d7ef39b5d2bec5764ad7885033bfc2900b7,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
468,3338885,K01845.02,1,processed/3338885/K01845_02.npz,21260,351abb688f2dc27e90338ea8d253bcbb8cee65375f7a4d7c882fe3f251f33439,True,True,6c1a87eff57fd128be18ea53bbe56ce3f93b215109a48c5a1268bebe19567e8a,e5ce49a02bc5aeb9e56e422519185d048bb2aba805b9657ce45ea2ba107589e5,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,e11e3cf786e818a686986df66dbd8e320f85e76ed8c36406ddaf77426d7ab50b,c6a363946a7b62ea224d4788799f4260099ae0949c7daf9ff3f36a08f8090f61,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
469,3339538,K06326.01,0,processed/3339538/K06326_01.npz,21260,e8781b0233ffa65ab2b6630fde69634e1d29b1c7abecff705fc4f62f4dba61d0,True,True,179377262412614d9e82a1cc58b898b2999afb9bf8cb353e122f1700a7497589,4bd80d937eff5868561246bbb1a162cc9bdcf73418dc6241f65ed2981d542465,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,4801a7ce1e0e99f7c6bb0d25b21a1e00001c0bf63b47a618d1607578980e2104,ad689a3a39ee322734d6347b5ceaea4e564d373c8b6c1173d870c97c899e5691,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
471,3340312,K00441.01,0,processed/3340312/K00441_01.npz,21260,6aa9dd2248e4595ae9708b66b69fb0c3dfbe60953b7b0c4c7bbadee7e1c75397,True,True,3882d20eb1c7ce148ad0e3d7a046ad7372cdf9606bcef9fe65b7568c484d6a12,61a9d6e1b16c128e4edfa94cbeb03afe7bb0fc8a345b655a90f4427ad40b58d2,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,ceb81c313f7b2075014d7f57d471e54f1254e1d867a3d36a12058221569f13f3,710048a8228956e43fa3a611c5430545357813655c5361d4665e893cf8352c83,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
472,3340313,K03677.01,0,processed/3340313/K03677_01.npz,21260,25cfc76c3e3c3f7bbd853b18175cc0295c6bae14da97536b7e5a683f9c3a4af5,True,True,294c768cc62c8140da62ccbabdaa16cb46c30f2538e36b1485ff58f2c61085eb,68894776cea4c7c4af9704e141fae602b31b2b2fc3bf734cc3cb584154aeea03,aa1b2b51c5d0caef6bae3b83337409103a21e99c1918a39d73d90eee754efc47,e3acf36848fc14e848a5179003df6c76d1ecd31e56417339e7fcfa20a0857ef9,2684926b061ba9b4165bee51415d8094a0d3b3912e625e9c26d6db42c3483b26,f79ddb2a0a2fe150e161a4e1ab15e7aa12890ca0885d3ce4331d7ec7141d4fa3
