source_row_index,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_vet_stat,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_period,koi_time0bk,koi_duration,koi_depth,koi_model_snr,koi_max_mult_ev,koi_num_transits,koi_quarters,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,conflict_reason,label_conflict,label,label_name,label_policy,inclusion_status,exclusion_reason
1933,5479717,K03962.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---CENT_UNRESOLVED_OFFSET---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.697996932,132.136059,4.3323,9094.6,244.1,430.88116,1631,00011111111111111000000000000000,1,5176,4.636,-0.36,0.695,0.768,299.33234,40.69503,15.859,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1934,5479802,K02251.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,13.26255423,136.29135,4.65,916.4,31.4,25.74383,86,00011111111111111000000000000000,1,5973,4.506,-0.1,0.935,1.024,299.34885,40.621319,15.38,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1935,5479973,K06589.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,SWEET_EB---MOD_SEC_ALT---DEEP_V_SHAPED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.795273026,131.870391,7.3232,125416,877.8,3531.5542,755,11111111111111111000000000000000,1,6363,4.456,-0.32,1.012,1.065,299.38046,40.694759,14.889,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1936,5480640,K02707.01,Kepler-399 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,58.0337426,138.7412,5.584,807.1,34.9,25.795126,24,11111111111111111000000000000000,3,5467,4.271,0.14,1.152,0.902,299.50174,40.670799,14.467,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1937,5480640,K02707.02,Kepler-399 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,14.4252635,136.75608,3.754,221.2,15.2,12.3765545,91,11111111111111111000000000000000,3,5467,4.271,0.14,1.152,0.902,299.50174,40.670799,14.467,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1938,5480640,K02707.03,Kepler-399 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,26.6757818,149.99527,2.696,474.8,20,17.020468,51,11111111111111111000000000000000,3,5467,4.271,0.14,1.152,0.902,299.50174,40.670799,14.467,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1939,5480736,K03904.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,8.56751264,136.06104,5.449,347.9,17.9,14.532708,155,11111111111111111000000000000000,1,6212,4.42,-0.12,1.054,1.06,299.52237,40.611252,14.943,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1940,5480884,K04841.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,LPP_DV---SAME_NTL_PERIOD---CENT_KIC_POS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,0.708726708,132.08629,0.753,313.6,13.4,8.082049,1836,01111111111111111000000000000000,1,4607,4.733,-1.36,0.515,0.522,299.54672,40.681911,15.986,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1941,5481148,K02701.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,22.023514,135.18349,1.932,1670,10.2,36.48498,62,11111111111111111000000000000000,1,5860,4.489,-0.08,0.936,0.986,299.59561,40.622822,14.818,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1942,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,2.384052875,171.58362,3.0918,1268.1,50.5,44.634888,549,01111111111111111000000000000000,1,4794,4.58,-0.22,0.701,0.683,299.64285,40.691238,15.836,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1943,5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,2.38404983,133.43927,3.2849,312732,195.3,298.1359,264,00000000011111111000000000000000,1,5780,4.438,0,1,1,299.64487,40.690601,19.319,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1944,5482603,K03199.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.88258905,134.82111,2.741,57.8,13.2,8.53183,347,11111111111111111000000000000000,1,5780,4.438,0,1,1,299.87357,40.607719,11.706,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1945,5511081,K01930.01,Kepler-338 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,13.72710334,138.74473,7.3419,199.2,62.5,37.881386,74,11110111011101110000000000000000,4,5951,4.017,-0.08,1.693,1.086,282.97897,40.784351,12.119,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1946,5511081,K01930.02,Kepler-338 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,24.3110031,137.0394,8.7682,184.4,48.9,31.818357,43,11110111011101110000000000000000,4,5951,4.017,-0.08,1.693,1.086,282.97897,40.784351,12.119,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1947,5511081,K01930.03,Kepler-338 d,CONFIRMED,CANDIDATE,0.896,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,44.4304059,143.5462,10.306,238.5,50.5,29.388895,22,11110111011101110000000000000000,4,5951,4.017,-0.08,1.693,1.086,282.97897,40.784351,12.119,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1948,5511081,K01930.04,Kepler-338 e,CONFIRMED,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,4,q1_q17_dr25_tce,9.34145925,132.38581,6.18,81.7,29.4,18.664501,101,11110111011101110000000000000000,4,5951,4.017,-0.08,1.693,1.086,282.97897,40.784351,12.119,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1949,5511659,K04541.01,,CANDIDATE,CANDIDATE,0.967,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,8.5291223,135.74043,3.241,325.4,12.8,9.873334,120,11110111011101110000000000000000,2,5543,4.318,0.16,1.111,0.937,283.25119,40.72311,15.377,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1950,5511659,K04541.02,,CANDIDATE,CANDIDATE,0.629,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,17.236085,148.4127,4.209,330,10.4,7.351248,56,11110111011101110000000000000000,2,5543,4.318,0.16,1.111,0.937,283.25119,40.72311,15.377,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1951,5512513,K07730.01,,FALSE POSITIVE,FALSE POSITIVE,0.09,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_ALT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.77459856,132.3192077,2.71,,,12.850289,1334,11110111011101110000000000000000,1,,,,,,283.69891,40.76804,14.737,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1952,5513012,K02668.01,Kepler-1310 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.679336747,132.856178,1.2188,240.7,36.7,31.984018,1523,11110111011101110000000000000000,1,5440,4.491,0.21,0.913,0.942,283.92004,40.740131,14.159,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1953,5513648,K01962.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,CENT_SATURATED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,32.85862571,133.51202,3.1483,162.8,36.4,26.82928,31,11110111011101110000000000000000,1,5899,4.135,-0.12,1.414,0.995,284.23398,40.79454,10.77,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1954,5513833,K06591.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,q1_q17_dr25_koi,LPP_DV---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.755101141,131.8211,3.371,76.7,13.4,9.460423,1381,11110111011101110000000000000000,1,3256,5.071,0,0.207,0.184,284.33002,40.736401,15.237,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1955,5513857,K04119.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.755101928,131.81199,3.044,119.8,18.1,13.857493,1376,11110111011101110000000000000000,1,5465,4.535,-0.18,0.819,0.84,284.34839,40.72826,15.443,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1956,5513861,K07731.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,SWEET_EB---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_ALT---CENT_NOFITS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.755105584,131.8133513,5.02374,250026,2158.5,11467.141,1378,11110111011101110000000000000000,1,6592,4.369,-0.12,1.19,1.211,284.35217,40.71471,11.638,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1957,5513866,K02854.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,q1_q17_dr25_koi,LPP_DV---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.755111225,131.80687,3.164,168,76.4,19.254623,1375,11110111011101110000000000000000,1,5780,4.438,0,1,1,284.35446,40.723286,13.573,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1958,5513893,K02741.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,q1_q17_dr25_koi,EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.755103143,131.81388,2.885,43.8,27.3,18.718718,1376,11110111011101110000000000000000,1,5996,3.87,-0.08,2.128,1.226,284.36902,40.718491,13.009,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1959,5513897,K02591.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_koi,MOD_SEC_DV---CENT_RESOLVED_OFFSET---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.755109106,132.56239,2.967,106,34,20.899868,1376,11110111011101110000000000000000,1,5452,4.572,-0.04,0.815,0.91,284.37183,40.712971,13.974,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1960,5514383,K00257.01,Kepler-506 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,CENT_SATURATED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,6.88341278,172.66227,2.0674,487.4,35.4,165.79648,151,11110111011101110000000000000000,1,6139,4.359,0.2,1.193,1.19,284.63519,40.71983,10.868,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1961,5520547,K02990.01,Kepler-1401 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,11.20058855,137.51003,4.562,219.9,19.2,15.95762,121,11111111111111111000000000000000,1,6038,4.524,-0.28,0.898,0.982,287.46606,40.75845,14.982,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1962,5521300,K02456.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,18.13559979,138.31557,2.019,452.7,16.4,14.039556,78,11111111111111111000000000000000,1,6184,4.448,-0.06,1.038,1.1,287.76083,40.742771,14.99,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1963,5524881,K03030.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,q1_q17_dr25_koi,CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,7.19552624,136.03008,4.095,214.6,15.6,13.235561,159,00011111111111111000000000000000,1,6242,4.432,0.07,1.093,1.178,289.09106,40.751122,15.614,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1964,5526527,K01838.01,Kepler-970 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,16.7364755,143.13606,2.151,1147,9.9,36.20435,80,11111111111111111000000000000000,1,4334,4.618,-0.06,0.653,0.646,289.62524,40.708729,14.786,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1965,5526717,K01677.01,Kepler-926 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,52.069002,178.15525,3.0089,558.3,25.6,21.926264,24,11111111111111111000000000000000,1,5565,4.251,0.32,1.246,1.008,289.67935,40.700459,14.279,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1966,5527172,K01678.01,,FALSE POSITIVE,FALSE POSITIVE,0.084,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.183961388,132.865355,3.7875,39268,339.2,2804.6663,209,00110011001100110000000000000000,1,5716,3.963,-0.1,1.76,1.039,289.81805,40.723919,12.678,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1967,5529501,K06592.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,q1_q17_dr25_koi,MOD_NONUNIQ_ALT---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.51945182,132.5975,2.95,13.7,9.6,8.268402,885,11111111111111111000000000000000,1,6168,4.25,0.02,1.307,1.105,290.4678,40.754238,12.585,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1968,5529552,K07732.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,q1_q17_dr25_koi,LPP_DV---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.759768478,131.78573,2.824,57.4,12.9,9.619701,1762,11111111111111111000000000000000,1,5481,4.574,-0.06,0.815,0.914,290.48871,40.725182,15.318,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1969,5529560,K06593.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,q1_q17_dr25_koi,HALO_GHOST---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.759755409,131.79602,2.734,70,15.9,12.889453,1495,00011111111111111000000000000000,1,6090,4.447,0.21,1.071,1.173,290.49057,40.722191,15.259,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1970,5529643,K01679.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,q1_q17_dr25_koi,MOD_SEC_DV---CENT_RESOLVED_OFFSET---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.759766456,131.7904,5.323,480.5,73,19.87083,1761,11111111111111111000000000000000,1,6174,4.455,-0.08,1.026,1.09,290.51105,40.708569,15.932,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1971,5529738,K02518.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,q1_q17_dr25_koi,EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,0.759762021,131.79506,4.912,227,65.3,21.570005,1764,11111111111111111000000000000000,1,6386,4.402,-0.08,1.123,1.161,290.53607,40.705849,14.871,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1972,5530112,K04067.01,Kepler-1937 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,CENT_FEW_DIFFS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,9.6887216,131.8295,2,655.5,18.1,13.503711,10,00000000010000000000000000000000,1,6457,4.358,-0.06,1.196,1.19,290.65839,40.778542,14.158,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1973,5530881,K06594.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_ALT---MOD_ODDEVEN_ALT---HAS_SEC_TCE---CENT_NOFITS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,5.082523739,132.9614122,5.04732,276277,5286.2,20876.672,0,11111111111111111000000000000000,1,6507,4.343,-0.38,1.145,1.049,290.92267,40.777359,13.508,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1974,5530882,K01680.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,q1_q17_dr25_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,5.0825188,132.95792,3.328,105,17.1,14.619732,262,11111111111111111000000000000000,1,5706,4.561,-0.18,0.834,0.93,290.92316,40.77103,14.445,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1975,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,7.953547,174.66224,2.6312,875.4,38.4,31.887648,166,11111111111111111000000000000000,2,4768,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1976,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,4.14451656,135.92831,2.3421,391.8,22.8,18.548983,316,11111111111111111000000000000000,2,4768,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1977,5531694,K00647.01,Kepler-634 b,CONFIRMED,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,5.16949729,170.31339,4.5122,210.6,66.2,49.771988,265,11111111111111111000000000000000,2,6011,4.123,-0.3,1.409,0.963,291.19507,40.702702,13.55,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1978,5531694,K00647.02,,CANDIDATE,CANDIDATE,0.935,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,8.1134681,132.8253,4.961,40.5,10.5,8.437453,150,11111111111111111000000000000000,2,6011,4.123,-0.3,1.409,0.963,291.19507,40.702702,13.55,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1979,5531953,K01681.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,6.93910337,138.33927,2.977,614.7,22.9,18.381264,196,11111111111111111000000000000000,4,3638,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1980,5531953,K01681.02,Kepler-1984 b,CONFIRMED,FALSE POSITIVE,0.329,0,0,1,0,q1_q17_dr25_koi,CENT_UNRESOLVED_OFFSET,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,1.992812339,131.70565,2.066,314.8,16.8,12.93635,643,11111111111111111000000000000000,4,3638,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,confirmed_but_robovetter_false_positive,True,,,confirmed_vs_false_positive_v1,excluded_conflict,contradictory_source_labels
1981,5531953,K01681.03,,CANDIDATE,CANDIDATE,0.944,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,4,q1_q17_dr25_tce,3.53105835,134.3171,1.778,310.8,11.7,7.644603,336,11111111111111111000000000000000,4,3638,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1982,5531953,K01681.04,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,21.9139549,148.52144,3.271,584.4,11.8,7.972139,59,11111111111111111000000000000000,4,3638,4.844,-0.14,0.42,0.45,291.285,40.730049,15.855,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1983,5534476,K06595.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,q1_q17_dr25_koi,LPP_DV---LPP_ALT---EPHEM_MATCH,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,1.02547271,131.6002,1.996,27,10.9,10.434645,1181,11111111111111111000000000000000,1,6862,4.114,-0.14,1.712,1.395,292.11362,40.792179,12.407,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1984,5534702,K06596.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,q1_q17_dr25_koi,LPP_DV---LPP_ALT---MOD_NONUNIQ_ALT---CENT_NOFITS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,1.025465924,131.6091403,3.71841,152685,1120.8,2188.515,656,11111111111111111000000000000000,1,6700,4.041,-0.08,1.883,1.424,292.18344,40.707241,13.821,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1985,5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEEP_V_SHAPED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,4.859386384,173.011469,2.2757,6044.3,269.7,300.96277,273,11111111111111111000000000000000,1,6072,4.47,-0.1,0.988,1.05,292.21436,40.759762,15.311,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1986,5534941,K02332.01,Kepler-1827 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.70063251,133.16065,5.408,68.6,29.8,22.710674,362,11111111111111111000000000000000,1,5423,4.105,0.08,1.404,0.915,292.25247,40.792721,13.024,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1987,5534965,K03557.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,DEEP_V_SHAPED,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,243.82122131,159.4958018,10.9312,56799.3,2804.3,2228.4626,6,11111111111111111000000000000000,1,6370,4.228,-0.26,1.316,1.064,292.26044,40.703678,13.297,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1988,5535280,K06597.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_ODDEVEN_DV---DEEP_V_SHAPED---HAS_SEC_TCE,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,74.985292949,146.1390004,6.23451,105346,1754.8,2895.6172,20,11111111111111111000000000000000,1,5955,4.52,-0.16,0.91,0.999,292.34787,40.733101,14.851,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1989,5535890,K03865.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,q1_q17_dr25_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,3.255189932,134.6015,2.7117,119.2,38.3,27.806814,414,11111111111111111000000000000000,1,5807,4.23,-0.02,1.256,0.977,292.52734,40.745201,13.088,,False,0,negative_false_positive,confirmed_vs_false_positive_v1,included,
1990,5542466,K01590.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,1,q1_q17_dr25_tce,12.89006728,201.22989,3.555,602.5,23.6,18.731329,82,01111011101110111000000000000000,3,4915,4.512,0.16,0.812,0.781,294.36487,40.720879,15.674,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
1991,5542466,K01590.02,Kepler-1756 b,CONFIRMED,CANDIDATE,0.903,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,Done,2017-08-31 00:00:00,2,q1_q17_dr25_tce,2.35574505,177.88824,1.796,266.9,17,13.413105,421,01111011101110111000000000000000,3,4915,4.512,0.16,0.812,0.781,294.36487,40.720879,15.674,,False,1,positive_confirmed,confirmed_vs_false_positive_v1,included,
1992,5542466,K01590.03,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_koi,CENT_KIC_POS,Done,2017-08-31 00:00:00,3,q1_q17_dr25_tce,4.74666128,134.63784,2.093,256.8,12.5,9.563178,192,01111011101110111000000000000000,3,4915,4.512,0.16,0.812,0.781,294.36487,40.720879,15.674,,False,,,confirmed_vs_false_positive_v1,excluded_candidate,candidate_excluded_by_policy
